acerbity.n.01	1	a sharp bitterness
acerbity.n.02	1	a sharp sour taste
sour.n.02	1	the taste experience when vinegar or lemon juice is taken into the mouth
vinegar.n.01	1	sour-tasting liquid produced usually by oxidation of the alcohol in wine or cider and used as a condiment or food preservative
honey.n.01	1	a sweet yellow liquid produced by bees
goosefish.n.01	1	fishes having large mouths with a wormlike filament attached for luring prey
catch.n.02	1	the quantity that was caught
crab.n.01	1	decapod having eyes on short stalks and a broad flattened carapace with a small abdomen folded under the thorax and pincers
crab.n.05	1	the edible flesh of any of various crabs
falcon.n.01	1	diurnal birds of prey having long pointed powerful wings adapted for swift flight
falconry.n.01	1	the art of training falcons to hunt and return
black-footed_ferret.n.01	1	musteline mammal of prairie regions of United States; nearly extinct
musteline_mammal.n.01	1	fissiped fur-bearing carnivorous mammals
fish.n.02	1	the flesh of fish used as food
fishery.n.01	1	a workplace where fish are caught and processed and sold
fowler.n.02	1	someone who hunts wild birds for food
frog.n.01	1	any of various tailless stout-bodied amphibians with long hind limbs for leaping; semiaquatic and terrestrial species
amphibian.n.03	1	cold-blooded vertebrate typically living on land but breeding in water; aquatic larvae undergo metamorphosis into adult form
grouse.n.02	1	popular game bird having a plump body and feathered legs and feet
game_bird.n.01	1	any bird (as grouse or pheasant) that is hunted for sport
game.n.04	1	animal hunted for food or sport
grouse.n.01	1	flesh of any of various grouse of the family Tetraonidae; usually roasted; flesh too dry to broil
wildfowl.n.01	1	flesh of any of a number of wild game birds suitable for food
poacher.n.01	1	someone who hunts or fishes illegally on the property of another
prawn.n.02	1	shrimp-like decapod crustacean having two pairs of pincers; most are edible
prey.n.02	1	animal hunted or caught for food
rabbit.n.03	1	flesh of any of various rabbits or hares (wild or domesticated) eaten as food
game.n.07	1	the flesh of wild animals that is used for food
lapin.n.01	1	the fur of a rabbit
rabbit.n.01	1	any of various burrowing animals of the family Leporidae having long ears and short tails; some domesticated and raised for pets or food
rat.n.01	1	any of various long-tailed rodents similar to but larger than a mouse
rat_terrier.n.01	1	any of several breeds of terrier developed to catch rats
terrier.n.01	1	any of several usually small short-bodied breeds originally trained to hunt animals living underground
seal.n.09	1	any of numerous marine mammals that come on shore to breed; chiefly of cold regions
pinniped_mammal.n.01	1	aquatic carnivorous mammal having a streamlined body specialized for swimming with limbs modified as flippers
seal.n.03	1	the pelt or fur (especially the underfur) of a seal
seine.n.02	1	a large fishnet that hangs vertically, with floats at the top and weights at the bottom
shark.n.01	1	any of numerous elongate mostly marine carnivorous fishes with heterocercal caudal fins and tough skin covered with small toothlike scales
elasmobranch.n.01	1	any of numerous fishes of the class Chondrichthyes characterized by a cartilaginous skeleton and placoid scales: sharks; rays; skates
cartilaginous_fish.n.01	1	fishes in which the skeleton may be calcified but not ossified
shrimp.n.03	1	small slender-bodied chiefly marine decapod crustaceans with a long tail and single pair of pincers; many species are edible
shrimper.n.01	1	a vessel engaged in shrimping
snipe.n.01	1	Old or New World straight-billed game bird of the sandpiper family; of marshy areas; similar to the woodcocks
shorebird.n.01	1	any of numerous wading birds that frequent mostly seashores and estuaries
stalker.n.02	1	someone who stalks game
trawl.n.01	1	a long fishing line with many shorter lines and hooks attached to it (usually suspended between buoys)
fishing_line.n.01	1	a length of cord to which the leader and float and sinker and hook are attached
trawl.n.02	1	a conical fishnet dragged through the water at great depths
troll.n.03	1	a fisherman's lure that is used in trolling
turtler.n.01	1	someone whose occupation is hunting turtles
whaler.n.01	1	a seaman who works on a ship that hunts whales
whaler.n.02	1	a ship engaged in whale fishing
advantage.n.03	1	benefit resulting from some event or action
benefice.n.01	1	an endowed church office giving income to its holder
spiritualty.n.01	1	property or income owned by a church
profit.n.02	1	the advantageous quality of being beneficial
use.n.07	1	(law) the exercise of the legal right to enjoy the benefits of owning property
freeloader.n.01	1	someone who takes advantage of the generosity of others
bad.s.09	1	not financially safe or secure
profiteer.n.01	1	someone who makes excessive profit (especially on goods in short supply)
earner.n.01	1	someone who earn wages in return for their labor
jobholder.n.01	1	an employee who holds a regular job
killing.n.03	1	a very large profit
gross.n.02	1	the entire amount of income before any deductions are made
rake-off.n.01	1	a percentage (of winnings or loot or profit) taken by an operator or gangster
cut.n.01	1	a share of the profits
dollar_volume.n.01	1	the volume measured in dollars
bulk.n.02	1	the property of something that is great in magnitude
answerable.s.01	1	capable of being answered
jib.n.01	1	any triangular fore-and-aft sail (set forward of the foremast)
fore-and-aft_sail.n.01	1	any sail not set on a yard and whose normal position is in a fore-and-aft direction
rotatory.a.01	1	of or relating to or characteristic or causing an axial or orbital turn
corner.n.04	1	the intersection of two streets
pronator.n.01	1	a muscle that produces or assists in pronation
starboard.n.01	1	the right side of a ship or aircraft to someone who is aboard and facing the bow or nose
supinator.n.01	1	a muscle (especially in the forearm) that produces or assists in supination
sheet.n.07	1	(nautical) a line (rope or chain) that regulates the angle at which a sail is set in relation to the wind
tack.n.01	1	the heading or position of a vessel relative to the trim of its sails
theodolite.n.01	1	a surveying instrument for measuring horizontal and vertical angles, consisting of a small telescope mounted on a tripod
surveying_instrument.n.01	1	an instrument used by surveyors
turner.n.08	1	cooking utensil having a flat flexible part and a long handle; used for turning or serving food
turnoff.n.02	1	a side road where you can turn off
wheeler.n.03	1	the man at the outermost end of the rank in wheeling
ward.n.01	1	a person who is under the protection or in the custody of another
warder.n.01	1	a person who works in a prison and is in charge of prisoners
invigilator.n.01	1	someone who watches examination candidates to prevent cheating
custodian.n.01	1	one having charge of buildings or grounds or animals
lookout.n.02	1	an elevated post affording a wide view
lookout.n.03	1	a structure commanding a wide view of its surroundings
supervisory.a.01	1	of or limited to or involving supervision
monitor.n.06	1	a piece of electronic equipment that keeps track of the operation of a system continuously and warns of trouble
patrol.n.03	1	a group that goes through a region at regular intervals for the purpose of security
patrol.n.01	1	a detachment used for security or reconnaissance
patroller.n.01	1	someone on patrol duty; an individual or a member of a group that patrols an area
police.n.01	1	the force of policemen and officers
law_enforcement_agency.n.01	1	an agency responsible for insuring obedience to the laws
agency.n.01	1	an administrative unit of government
precedent.n.01	1	an example that is used to justify similar occurrences at a later time
predecessor.n.01	1	one who precedes you in time (as in holding a position or office)
precursor.n.02	1	a person who goes before or announces the coming of another
foreword.n.01	1	a short introductory essay preceding the text of a book
introductory.s.03	1	serving as an introduction or preface
introductory.s.01	1	serving to open or begin
precedent.n.04	1	a subject mentioned earlier (preceding in time)
abloom.s.01	1	bursting into flower
fulminant.s.01	1	sudden and severe
turnout.n.01	1	the group that gathers together for a particular occasion
gap.n.03	1	a narrow opening
breach.n.02	1	an opening (especially a gap in a dike or fortification)
eruptive.s.03	1	actively spewing out lava
dehiscent.a.01	1	(of e.g. fruits and anthers) opening spontaneously at maturity to release seeds
retractor.n.01	1	surgical instrument that holds back the edges of a surgical incision
